scenario,agent_variant,llm_calls,verifier_calls
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,3,3
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,4,4
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_drift_0p4_noise0p5_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p1_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s9_a0p2_b0p7,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,3,3
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p3_b0p8,react_with_verifier_and_self_refinement,4,4
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p25_s13_a0p2_b0p7,react_with_verifier_and_self_refinement,2,2
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p3_b0p8,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,deterministic_policy_only,0,0
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_without_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier,1,1
full_seed11_replay_0p4_noise0p5_s5_a0p2_b0p7,react_with_verifier_and_self_refinement,1,1
